omega,sqrt_omega,run_id,plane,int_Jminus_total,int_Jplus_total,ratio_Jminus_over_Jplus_total,no_return_t_cut,no_return_int_Jminus_0_to_cut,no_return_int_Jplus_0_to_cut,no_return_ratio_Jminus_over_Jplus,post_cut_int_Jminus_cut_to_end,post_cut_int_Jplus_cut_to_end,post_cut_ratio_Jminus_over_Jplus,t_pk_out,t_return_pred,t_pk_in_near_return,t_pk_in_global,delay_near_minus_pred,delay_global_minus_pred,source_metrics_json,notes
1.0,1.0,2810.Spin_Gauss_DirichletABC_theta=0+C_Omega=1_L=10_TauTail,plane1,0.005669584575559427,0.9309143361936006,0.0060903397392521545,13.57799217987559,0.005484647389669333,0.9152887227099962,0.005992259331493054,0.00018493718589009293,0.015553541717641086,0.01189035843073183,2.16,2.671999186198435,,8.86,,6.1880008138015645,s4_reflection_metrics_omega001.json,Interior-plane reflection diagnostic; not a separate detector law.
1.0,1.0,2810.Spin_Gauss_DirichletABC_theta=0+C_Omega=1_L=10_TauTail,plane2,0.011333220791549595,0.937658328106252,0.012086727597715482,13.415992179875587,0.009856400032866995,0.9238632304654338,0.010668678769585225,0.0014768207586825985,0.013652008554482474,0.10817607920394263,1.98,2.8519991861984346,,9.56,,6.708000813801566,s4_reflection_metrics_omega001.json,Interior-plane reflection diagnostic; not a separate detector law.
50.0,7.0710678118654755,2811.Spin_Gauss_DirichletABC_theta=0+C_Omega=50_L=10_TauTail,plane1,0.031750540235862226,0.8246406871969799,0.03850227223663299,7.554396350608608,0.0016885798851585744,0.6621174617306902,0.0025502723953916622,0.02992848367241647,0.1625232254662897,0.18414896447292198,2.226,2.4649329535592694,,11.27,,8.80506704644073,s4_reflection_metrics_omega050.json,Interior-plane reflection diagnostic; not a separate detector law.
50.0,7.0710678118654755,2811.Spin_Gauss_DirichletABC_theta=0+C_Omega=50_L=10_TauTail,plane2,0.05973251339090698,0.8547658632872087,0.06988172546010572,7.478796350608607,0.0068021535411522,0.6940509239295691,0.009800654831838347,0.05293035984975478,0.16053267209683902,0.3297170548424267,2.142,2.5489329535592695,,10.975999999999999,,8.42706704644073,s4_reflection_metrics_omega050.json,Interior-plane reflection diagnostic; not a separate detector law.
100.0,10.0,2815.Spin_Gauss_DirichletABC_theta=0+C_Omega=100_L=10_TauTail,plane1,0.07311266327077898,0.755402456735796,0.09678637211045016,6.015997393291864,0.0011663521517379957,0.5004268559188433,0.00233071454487876,0.0719436253627398,0.25496260546144195,0.28217324353323586,2.21,2.380666395399478,,19.44,,17.059333604600525,s4_reflection_metrics_omega100.json,Interior-plane reflection diagnostic; not a separate detector law.
100.0,10.0,2815.Spin_Gauss_DirichletABC_theta=0+C_Omega=100_L=10_TauTail,plane2,0.1104365295474931,0.7961211639626664,0.1387182435871934,5.961997393291862,0.003486356756013487,0.5477569947783676,0.0063647872856906745,0.10687326652090001,0.24836416918429885,0.4303087151093627,2.15,2.4406663953994783,,10.99,,8.549333604600521,s4_reflection_metrics_omega100.json,Interior-plane reflection diagnostic; not a separate detector law.
150.0,12.24744871391589,2812.Spin_Gauss_DirichletABC_theta=0+C_Omega=150_L=10_TauTail,plane1,0.12637995203603833,0.7207142471605266,0.17535375848881948,5.688830943850881,0.010652887785997947,0.4142663223494871,0.025715070743816973,0.11566076292597488,0.30644792481103955,0.3774238738842597,2.2,2.3564441957828555,,19.455000000000002,,17.098555804217145,s4_reflection_metrics_omega150.json,Interior-plane reflection diagnostic; not a separate detector law.
150.0,12.24744871391589,2812.Spin_Gauss_DirichletABC_theta=0+C_Omega=150_L=10_TauTail,plane2,0.1562840623968974,0.7547341810252781,0.20707166354197892,5.639330943850881,0.005197248040656201,0.4596954045293477,0.011305851634469408,0.15105551532517317,0.2950387764959304,0.5119852960319496,2.145,2.4114441957828556,,10.995000000000001,,8.583555804217145,s4_reflection_metrics_omega150.json,Interior-plane reflection diagnostic; not a separate detector law.
200.0,14.142135623730951,2813.Spin_Gauss_DirichletABC_theta=0+C_Omega=200_L=10_TauTail,plane1,0.17350186175394008,0.7028650923851705,0.24684945039048967,4.463598435975118,0.006409368061483443,0.36662654677806816,0.01748200755730669,0.16703099616175487,0.33623854560710226,0.49676337928528896,2.18,2.282399837239687,,19.472,,17.189600162760314,s4_reflection_metrics_omega200.json,Interior-plane reflection diagnostic; not a separate detector law.
200.0,14.142135623730951,2813.Spin_Gauss_DirichletABC_theta=0+C_Omega=200_L=10_TauTail,plane2,0.1957191348234721,0.7296766283192895,0.2682272217958857,4.4311984359751175,0.002257788413826723,0.40753281191672913,0.005540138972387959,0.19346134640964538,0.32211976963061584,0.6005882427877468,2.144,2.3183998372396872,3.124,11.0,0.8056001627603129,8.681600162760313,s4_reflection_metrics_omega200.json,Interior-plane reflection diagnostic; not a separate detector law.
300.0,17.320508075688775,2814.Spin_Gauss_DirichletABC_theta=0+C_Omega=300_L=10_TauTail,plane1,0.24046896792337885,0.6831440796627666,0.3520032963501435,3.6883989573167453,0.0006409453087001516,0.3157633711446218,0.002029827925819155,0.23979943426845798,0.3673807085181448,0.6527273444370701,2.166,2.234266558159791,3.5639999999999996,19.485,1.3297334418402085,17.250733441840207,s4_reflection_metrics_omega300.json,Interior-plane reflection diagnostic; not a separate detector law.
300.0,17.320508075688775,2814.Spin_Gauss_DirichletABC_theta=0+C_Omega=300_L=10_TauTail,plane2,0.2686182010545134,0.7165054346703905,0.37490043767509473,3.666798957316745,0.0213916157827308,0.36839918111973374,0.05806640426754448,0.24719812270389202,0.34810625355065683,0.7101226139504543,2.142,2.258266558159791,3.1079999999999997,11.007,0.8497334418402085,8.748733441840209,s4_reflection_metrics_omega300.json,Interior-plane reflection diagnostic; not a separate detector law.
